freq,psd_x,psd_y,psd_z,psd_xyz
157.3,1.149e+03,3.259e+03,1.339e+03,5.747e+03
158.9,2.079e+03,4.546e+03,2.142e+03,8.766e+03
160.5,2.853e+03,4.994e+03,2.580e+03,1.043e+04
162.0,3.300e+03,4.238e+03,2.702e+03,1.024e+04
163.6,2.783e+03,3.128e+03,2.680e+03,8.591e+03
165.2,2.012e+03,2.495e+03,2.424e+03,6.932e+03
166.8,1.900e+03,2.418e+03,2.238e+03,6.556e+03
168.4,1.898e+03,2.516e+03,2.174e+03,6.588e+03
170.0,1.626e+03,2.674e+03,2.161e+03,6.462e+03
171.6,1.365e+03,2.992e+03,1.953e+03,6.309e+03
173.2,1.283e+03,4.449e+03,1.782e+03,7.514e+03
174.8,1.458e+03,6.087e+03,1.948e+03,9.493e+03
176.3,1.727e+03,6.352e+03,1.960e+03,1.004e+04
177.9,2.197e+03,6.458e+03,2.435e+03,1.109e+04
179.5,2.794e+03,6.909e+03,3.222e+03,1.292e+04
181.1,3.401e+03,7.028e+03,3.179e+03,1.361e+04
182.7,4.031e+03,6.656e+03,3.302e+03,1.399e+04
184.3,4.691e+03,5.866e+03,3.746e+03,1.430e+04
185.9,5.268e+03,4.788e+03,3.341e+03,1.340e+04
187.5,5.618e+03,3.754e+03,2.780e+03,1.215e+04
189.1,5.244e+03,3.232e+03,2.482e+03,1.096e+04
190.6,4.672e+03,3.009e+03,2.494e+03,1.018e+04
192.2,4.806e+03,3.988e+03,2.963e+03,1.176e+04
193.8,5.270e+03,4.934e+03,3.521e+03,1.372e+04
195.4,4.175e+03,3.491e+03,2.592e+03,1.026e+04
197.0,3.576e+03,3.166e+03,2.191e+03,8.934e+03
198.6,4.820e+03,4.097e+03,2.977e+03,1.189e+04
