freq,psd_x,psd_y,psd_z,psd_xyz
119.0,4.685e+04,7.770e+04,1.240e+04,1.370e+05
120.6,4.260e+04,5.331e+04,1.286e+04,1.088e+05
122.2,3.803e+04,3.210e+04,1.329e+04,8.342e+04
123.8,3.450e+04,2.054e+04,1.334e+04,6.839e+04
125.4,2.957e+04,1.681e+04,1.313e+04,5.952e+04
127.0,2.339e+04,1.592e+04,1.210e+04,5.142e+04
128.6,1.891e+04,1.688e+04,1.194e+04,4.773e+04
130.1,1.690e+04,2.037e+04,1.188e+04,4.915e+04
131.7,1.467e+04,1.887e+04,1.156e+04,4.510e+04
133.3,7.035e+03,1.048e+04,5.732e+03,2.325e+04
134.9,2.039e+03,4.939e+03,1.323e+03,8.301e+03
136.5,1.947e+03,4.525e+03,1.151e+03,7.623e+03
138.1,2.324e+03,4.329e+03,1.204e+03,7.857e+03
139.7,2.692e+03,3.620e+03,1.187e+03,7.499e+03
141.3,2.790e+03,3.058e+03,1.168e+03,7.016e+03
142.8,2.825e+03,2.498e+03,1.154e+03,6.477e+03
144.4,2.657e+03,2.211e+03,1.196e+03,6.064e+03
146.0,2.322e+03,1.951e+03,1.385e+03,5.658e+03
147.6,1.838e+03,1.986e+03,1.504e+03,5.328e+03
149.2,1.415e+03,2.181e+03,1.470e+03,5.066e+03
150.8,1.396e+03,2.304e+03,1.490e+03,5.190e+03
152.4,1.477e+03,2.026e+03,1.676e+03,5.179e+03
154.0,1.331e+03,2.147e+03,1.766e+03,5.245e+03
155.5,1.275e+03,2.457e+03,1.713e+03,5.445e+03
157.1,1.181e+03,2.229e+03,1.735e+03,5.145e+03
158.7,9.046e+02,2.469e+03,1.941e+03,5.315e+03
160.3,9.352e+02,2.993e+03,2.475e+03,6.403e+03
161.9,1.263e+03,3.936e+03,3.134e+03,8.333e+03
163.5,1.833e+03,4.706e+03,4.024e+03,1.056e+04
165.1,2.862e+03,5.607e+03,4.837e+03,1.331e+04
166.7,3.992e+03,7.049e+03,5.147e+03,1.619e+04
168.2,4.999e+03,7.051e+03,5.158e+03,1.721e+04
169.8,5.983e+03,7.556e+03,4.935e+03,1.847e+04
171.4,6.651e+03,7.769e+03,4.610e+03,1.903e+04
173.0,6.347e+03,7.106e+03,3.815e+03,1.727e+04
174.6,5.692e+03,6.274e+03,3.155e+03,1.512e+04
176.2,5.858e+03,6.354e+03,2.999e+03,1.521e+04
177.8,5.888e+03,6.087e+03,2.665e+03,1.464e+04
179.4,6.052e+03,5.568e+03,2.422e+03,1.404e+04
180.9,5.940e+03,5.436e+03,2.400e+03,1.378e+04
182.5,5.831e+03,5.285e+03,2.487e+03,1.360e+04
184.1,6.106e+03,5.314e+03,2.694e+03,1.411e+04
185.7,6.507e+03,5.974e+03,3.105e+03,1.559e+04
187.3,7.146e+03,6.489e+03,3.449e+03,1.708e+04
188.9,8.322e+03,6.363e+03,3.792e+03,1.848e+04
190.5,1.041e+04,7.790e+03,4.800e+03,2.300e+04
192.0,1.271e+04,9.320e+03,5.560e+03,2.759e+04
193.6,1.473e+04,1.019e+04,6.317e+03,3.124e+04
195.2,1.640e+04,1.190e+04,6.701e+03,3.500e+04
196.8,1.732e+04,1.196e+04,6.844e+03,3.612e+04
198.4,1.889e+04,1.202e+04,7.732e+03,3.864e+04
200.0,2.223e+04,1.318e+04,9.381e+03,4.479e+04
