freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.352e+02,3.547e+01,4.611e+01,7.168e+02
1.6,3.796e+02,9.947e+01,1.641e+02,6.432e+02
3.2,4.212e+01,1.047e+02,1.626e+02,3.094e+02
4.8,4.061e+02,9.629e+01,1.470e+02,6.493e+02
6.3,1.296e+03,1.092e+02,1.659e+02,1.571e+03
7.9,2.129e+03,1.098e+02,1.657e+02,2.404e+03
9.5,3.078e+03,1.082e+02,1.724e+02,3.358e+03
11.1,3.908e+03,1.070e+02,1.726e+02,4.188e+03
12.7,4.918e+03,1.017e+02,1.635e+02,5.183e+03
14.3,6.406e+03,9.797e+01,1.594e+02,6.663e+03
15.9,8.369e+03,1.004e+02,1.590e+02,8.628e+03
17.5,1.074e+04,9.770e+01,1.448e+02,1.098e+04
19.0,1.351e+04,9.578e+01,1.503e+02,1.376e+04
20.6,1.668e+04,1.036e+02,1.782e+02,1.696e+04
22.2,2.019e+04,1.085e+02,1.807e+02,2.048e+04
23.8,2.387e+04,1.193e+02,1.855e+02,2.417e+04
25.4,2.598e+04,1.507e+02,1.788e+02,2.631e+04
27.0,2.828e+04,1.710e+02,1.751e+02,2.863e+04
28.6,3.332e+04,1.698e+02,1.796e+02,3.367e+04
30.2,4.031e+04,1.629e+02,1.745e+02,4.065e+04
31.7,4.905e+04,1.662e+02,2.072e+02,4.942e+04
33.3,5.808e+04,1.642e+02,2.794e+02,5.853e+04
34.9,6.881e+04,2.204e+02,3.096e+02,6.934e+04
36.5,8.182e+04,2.937e+02,3.143e+02,8.243e+04
38.1,9.734e+04,3.457e+02,3.223e+02,9.801e+04
39.7,1.203e+05,4.584e+02,3.868e+02,1.212e+05
41.3,1.502e+05,5.963e+02,4.314e+02,1.512e+05
42.9,1.857e+05,8.032e+02,5.227e+02,1.870e+05
44.4,2.369e+05,1.182e+03,8.225e+02,2.389e+05
46.0,3.052e+05,1.521e+03,1.118e+03,3.079e+05
47.6,3.902e+05,1.983e+03,1.563e+03,3.938e+05
49.2,5.144e+05,2.949e+03,3.100e+03,5.204e+05
50.8,7.429e+05,5.116e+03,7.660e+03,7.557e+05
52.4,1.176e+06,9.383e+03,1.708e+04,1.203e+06
54.0,1.825e+06,1.610e+04,3.432e+04,1.876e+06
55.6,2.390e+06,2.299e+04,4.786e+04,2.461e+06
57.1,2.488e+06,2.900e+04,5.405e+04,2.571e+06
58.7,2.017e+06,2.642e+04,5.461e+04,2.098e+06
60.3,1.495e+06,2.106e+04,4.738e+04,1.564e+06
61.9,1.038e+06,1.445e+04,3.163e+04,1.084e+06
63.5,6.779e+05,8.493e+03,1.502e+04,7.014e+05
65.1,5.484e+05,6.252e+03,4.973e+03,5.596e+05
66.7,4.971e+05,6.497e+03,2.340e+03,5.059e+05
68.2,3.895e+05,7.971e+03,3.711e+03,4.012e+05
69.8,2.687e+05,8.089e+03,4.368e+03,2.811e+05
71.4,1.760e+05,6.744e+03,3.879e+03,1.866e+05
73.0,1.251e+05,5.547e+03,3.165e+03,1.338e+05
74.6,1.031e+05,3.363e+03,1.442e+03,1.079e+05
76.2,8.536e+04,1.622e+03,1.079e+03,8.806e+04
77.8,7.429e+04,2.607e+03,6.388e+03,8.328e+04
79.4,8.082e+04,4.497e+03,1.616e+04,1.015e+05
80.9,1.098e+05,5.048e+03,1.727e+04,1.321e+05
82.5,1.977e+05,1.419e+04,1.813e+04,2.300e+05
84.1,2.019e+05,1.486e+04,1.548e+04,2.322e+05
85.7,1.242e+05,7.445e+03,1.177e+04,1.434e+05
87.3,9.283e+04,4.122e+03,1.032e+04,1.073e+05
88.9,1.834e+05,1.062e+04,1.211e+04,2.061e+05
90.5,3.184e+05,1.972e+04,1.291e+04,3.510e+05
92.1,3.562e+05,2.647e+04,8.880e+03,3.916e+05
93.6,3.405e+05,4.186e+04,5.200e+03,3.876e+05
95.2,3.492e+05,6.564e+04,3.426e+03,4.182e+05
96.8,3.178e+05,7.337e+04,2.106e+03,3.933e+05
98.4,2.407e+05,6.512e+04,1.180e+03,3.070e+05
100.0,1.910e+05,5.740e+04,5.543e+02,2.489e+05
101.6,1.651e+05,5.415e+04,7.366e+02,2.200e+05
103.2,1.455e+05,5.968e+04,1.864e+03,2.071e+05
104.8,1.313e+05,7.346e+04,3.944e+03,2.087e+05
106.3,1.182e+05,8.618e+04,6.420e+03,2.108e+05
107.9,1.017e+05,9.461e+04,8.219e+03,2.045e+05
109.5,8.645e+04,1.005e+05,1.003e+04,1.970e+05
111.1,7.234e+04,1.062e+05,1.077e+04,1.893e+05
112.7,5.872e+04,1.125e+05,1.041e+04,1.817e+05
114.3,5.109e+04,1.232e+05,1.033e+04,1.846e+05
115.9,4.886e+04,1.208e+05,1.043e+04,1.801e+05
117.5,4.904e+04,1.026e+05,1.154e+04,1.632e+05
