freq,psd_x,psd_y,psd_z,psd_xyz
77.8,2.342e+03,5.723e+04,1.413e+04,7.370e+04
79.3,2.879e+03,6.041e+04,1.403e+04,7.731e+04
80.9,2.510e+03,5.849e+04,1.272e+04,7.372e+04
82.5,2.155e+03,5.197e+04,1.084e+04,6.497e+04
84.1,2.252e+03,5.439e+04,1.096e+04,6.760e+04
85.7,2.513e+03,6.496e+04,1.150e+04,7.897e+04
87.3,2.974e+03,7.790e+04,1.167e+04,9.255e+04
88.9,4.178e+03,8.170e+04,1.100e+04,9.688e+04
90.5,5.840e+03,7.623e+04,9.348e+03,9.142e+04
92.0,6.768e+03,7.063e+04,7.510e+03,8.490e+04
93.6,5.613e+03,6.874e+04,6.283e+03,8.063e+04
95.2,3.402e+03,6.669e+04,5.609e+03,7.570e+04
96.8,1.523e+03,6.169e+04,5.410e+03,6.863e+04
98.4,6.027e+02,5.320e+04,5.404e+03,5.921e+04
100.0,5.070e+02,4.535e+04,5.534e+03,5.139e+04
101.6,6.109e+02,4.124e+04,5.382e+03,4.723e+04
103.1,5.882e+02,3.884e+04,4.886e+03,4.432e+04
104.7,6.329e+02,3.666e+04,4.167e+03,4.146e+04
106.3,9.125e+02,3.561e+04,3.273e+03,3.980e+04
107.9,1.326e+03,3.871e+04,2.522e+03,4.256e+04
109.5,1.301e+03,4.231e+04,1.877e+03,4.549e+04
111.1,8.596e+02,4.381e+04,1.279e+03,4.595e+04
112.7,6.507e+02,4.123e+04,8.044e+02,4.268e+04
114.3,6.516e+02,3.932e+04,5.433e+02,4.051e+04
115.8,5.278e+02,3.804e+04,4.186e+02,3.899e+04
117.4,3.311e+02,3.673e+04,3.716e+02,3.744e+04
119.0,3.203e+02,3.706e+04,3.302e+02,3.771e+04
120.6,3.879e+02,3.543e+04,2.786e+02,3.610e+04
122.2,4.438e+02,2.922e+04,2.481e+02,2.991e+04
123.8,7.341e+02,1.905e+04,2.573e+02,2.004e+04
125.4,8.289e+02,1.854e+04,3.129e+02,1.968e+04
127.0,1.034e+03,2.356e+04,3.519e+02,2.495e+04
128.5,9.211e+02,2.910e+04,2.767e+02,3.029e+04
130.1,6.719e+02,2.589e+04,1.967e+02,2.676e+04
131.7,6.373e+02,1.999e+04,1.458e+02,2.078e+04
133.3,3.128e+02,8.460e+03,1.019e+02,8.875e+03
134.9,9.911e+01,1.389e+03,8.743e+01,1.576e+03
136.5,7.789e+01,9.962e+02,8.746e+01,1.162e+03
138.1,7.869e+01,1.002e+03,7.376e+01,1.154e+03
139.6,6.742e+01,9.628e+02,6.667e+01,1.097e+03
141.2,5.643e+01,9.080e+02,6.491e+01,1.029e+03
142.8,8.232e+01,8.801e+02,6.279e+01,1.025e+03
144.4,1.676e+02,9.571e+02,6.748e+01,1.192e+03
146.0,1.728e+02,1.080e+03,7.843e+01,1.331e+03
147.6,1.493e+02,1.187e+03,8.779e+01,1.424e+03
149.2,1.413e+02,1.265e+03,7.411e+01,1.480e+03
150.8,1.189e+02,1.318e+03,5.852e+01,1.495e+03
152.3,7.841e+01,1.296e+03,5.218e+01,1.426e+03
153.9,9.089e+01,1.316e+03,9.360e+01,1.501e+03
155.5,1.402e+02,1.233e+03,1.446e+02,1.518e+03
157.1,1.537e+02,1.175e+03,1.712e+02,1.500e+03
158.7,1.356e+02,1.202e+03,1.357e+02,1.474e+03
160.3,1.272e+02,1.120e+03,1.136e+02,1.361e+03
161.9,1.621e+02,1.049e+03,1.222e+02,1.333e+03
163.4,2.090e+02,1.007e+03,1.251e+02,1.341e+03
165.0,2.297e+02,9.113e+02,1.461e+02,1.287e+03
166.6,2.322e+02,8.263e+02,1.791e+02,1.238e+03
168.2,2.179e+02,7.905e+02,1.860e+02,1.194e+03
169.8,1.854e+02,7.402e+02,1.648e+02,1.090e+03
171.4,1.541e+02,6.876e+02,1.322e+02,9.739e+02
173.0,1.738e+02,6.698e+02,1.169e+02,9.605e+02
174.6,2.187e+02,7.431e+02,1.209e+02,1.083e+03
176.1,2.571e+02,8.306e+02,1.281e+02,1.216e+03
177.7,3.301e+02,9.913e+02,1.318e+02,1.453e+03
179.3,4.553e+02,1.329e+03,1.375e+02,1.922e+03
180.9,5.031e+02,1.508e+03,1.681e+02,2.180e+03
182.5,5.800e+02,1.513e+03,2.123e+02,2.305e+03
184.1,4.864e+02,1.423e+03,1.191e+02,2.028e+03
185.7,3.966e+02,1.461e+03,8.945e+01,1.947e+03
187.3,4.468e+02,1.705e+03,1.290e+02,2.281e+03
188.8,4.018e+02,1.631e+03,1.442e+02,2.177e+03
190.4,4.848e+02,1.541e+03,1.740e+02,2.200e+03
192.0,5.469e+02,1.359e+03,2.028e+02,2.109e+03
193.6,6.628e+02,1.062e+03,1.946e+02,1.919e+03
195.2,8.444e+02,7.336e+02,2.142e+02,1.792e+03
196.8,1.090e+03,6.006e+02,2.954e+02,1.986e+03
198.4,1.257e+03,7.974e+02,3.899e+02,2.445e+03
199.9,1.351e+03,1.219e+03,4.401e+02,3.010e+03
