freq,psd_x,psd_y,psd_z,psd_xyz
104.9,3.060e+03,9.352e+04,3.289e+03,9.987e+04
106.4,3.299e+03,9.931e+04,3.162e+03,1.058e+05
108.0,3.723e+03,9.268e+04,2.802e+03,9.921e+04
109.6,4.096e+03,8.666e+04,2.443e+03,9.320e+04
111.2,4.560e+03,8.092e+04,2.197e+03,8.768e+04
112.8,4.725e+03,7.375e+04,2.043e+03,8.052e+04
114.4,4.891e+03,6.857e+04,1.910e+03,7.537e+04
116.0,5.044e+03,6.526e+04,1.917e+03,7.223e+04
117.6,4.717e+03,6.157e+04,1.849e+03,6.814e+04
119.2,4.390e+03,5.777e+04,1.806e+03,6.397e+04
120.7,4.002e+03,5.223e+04,1.888e+03,5.812e+04
122.3,3.527e+03,4.920e+04,2.092e+03,5.482e+04
123.9,3.835e+03,5.544e+04,2.714e+03,6.199e+04
125.5,4.398e+03,5.338e+04,2.770e+03,6.054e+04
127.1,5.187e+03,4.660e+04,2.522e+03,5.431e+04
128.7,6.126e+03,4.095e+04,2.418e+03,4.950e+04
130.3,6.170e+03,3.645e+04,2.231e+03,4.486e+04
131.9,4.940e+03,2.825e+04,1.657e+03,3.485e+04
133.5,2.455e+03,9.499e+03,7.223e+02,1.268e+04
135.0,1.486e+03,1.353e+03,3.344e+02,3.173e+03
136.6,1.362e+03,1.206e+03,3.230e+02,2.891e+03
138.2,1.389e+03,1.411e+03,3.419e+02,3.143e+03
139.8,1.279e+03,1.493e+03,3.210e+02,3.093e+03
141.4,1.239e+03,1.659e+03,3.305e+02,3.228e+03
143.0,1.136e+03,1.792e+03,3.704e+02,3.298e+03
144.6,1.041e+03,1.847e+03,4.418e+02,3.330e+03
146.2,9.670e+02,1.950e+03,5.023e+02,3.419e+03
147.8,9.556e+02,2.188e+03,5.976e+02,3.741e+03
149.3,9.382e+02,2.401e+03,6.952e+02,4.035e+03
150.9,8.914e+02,2.398e+03,7.678e+02,4.057e+03
152.5,8.128e+02,2.280e+03,7.325e+02,3.825e+03
154.1,8.293e+02,2.058e+03,6.742e+02,3.561e+03
155.7,7.468e+02,1.761e+03,5.751e+02,3.083e+03
157.3,6.280e+02,1.747e+03,5.426e+02,2.918e+03
158.9,5.290e+02,1.872e+03,5.895e+02,2.991e+03
160.5,4.145e+02,1.852e+03,5.574e+02,2.824e+03
162.1,3.832e+02,1.734e+03,4.954e+02,2.613e+03
163.6,3.648e+02,1.657e+03,4.591e+02,2.481e+03
165.2,3.409e+02,1.709e+03,4.257e+02,2.476e+03
166.8,3.255e+02,1.779e+03,4.333e+02,2.538e+03
168.4,3.040e+02,1.750e+03,4.400e+02,2.494e+03
170.0,2.820e+02,1.688e+03,4.422e+02,2.412e+03
171.6,2.674e+02,1.572e+03,5.149e+02,2.354e+03
173.2,2.431e+02,1.556e+03,5.737e+02,2.373e+03
174.8,2.403e+02,1.672e+03,6.337e+02,2.546e+03
176.4,2.414e+02,1.671e+03,7.061e+02,2.618e+03
177.9,2.465e+02,1.878e+03,8.724e+02,2.997e+03
179.5,2.409e+02,2.186e+03,9.509e+02,3.378e+03
181.1,2.639e+02,2.527e+03,1.037e+03,3.828e+03
182.7,2.861e+02,2.900e+03,1.157e+03,4.343e+03
184.3,3.079e+02,3.011e+03,1.200e+03,4.520e+03
185.9,3.655e+02,3.117e+03,1.235e+03,4.718e+03
187.5,4.826e+02,3.087e+03,1.354e+03,4.924e+03
189.1,5.949e+02,3.055e+03,1.484e+03,5.133e+03
190.7,6.623e+02,3.059e+03,1.499e+03,5.221e+03
192.2,7.108e+02,3.295e+03,1.522e+03,5.528e+03
193.8,7.430e+02,3.709e+03,1.584e+03,6.037e+03
195.4,8.124e+02,4.010e+03,1.763e+03,6.585e+03
197.0,9.465e+02,3.972e+03,1.914e+03,6.832e+03
198.6,1.110e+03,3.736e+03,2.053e+03,6.899e+03
