freq,psd_x,psd_y,psd_z,psd_xyz
123.8,6.842e+04,1.609e+04,5.319e+03,8.983e+04
125.4,6.211e+04,1.361e+04,5.040e+03,8.076e+04
127.0,5.590e+04,1.242e+04,5.158e+03,7.348e+04
128.5,5.050e+04,1.271e+04,4.831e+03,6.804e+04
130.1,4.491e+04,1.260e+04,4.435e+03,6.194e+04
131.7,3.600e+04,1.170e+04,3.661e+03,5.137e+04
133.3,1.447e+04,5.828e+03,1.625e+03,2.193e+04
134.9,1.386e+03,1.671e+03,3.043e+02,3.361e+03
136.5,7.429e+02,1.546e+03,2.332e+02,2.523e+03
138.1,7.181e+02,1.672e+03,2.958e+02,2.686e+03
139.6,6.288e+02,1.769e+03,3.352e+02,2.733e+03
141.2,6.094e+02,1.659e+03,3.439e+02,2.612e+03
142.8,5.983e+02,1.312e+03,3.142e+02,2.224e+03
144.4,6.327e+02,9.958e+02,2.667e+02,1.895e+03
146.0,6.484e+02,6.726e+02,2.194e+02,1.540e+03
147.6,6.605e+02,6.197e+02,2.384e+02,1.519e+03
149.2,6.510e+02,6.634e+02,2.600e+02,1.574e+03
150.8,6.150e+02,7.090e+02,2.725e+02,1.596e+03
152.3,5.417e+02,7.891e+02,3.046e+02,1.635e+03
153.9,5.468e+02,9.989e+02,3.455e+02,1.891e+03
155.5,5.378e+02,1.245e+03,3.808e+02,2.164e+03
157.1,5.006e+02,1.473e+03,4.236e+02,2.397e+03
158.7,5.758e+02,1.812e+03,5.092e+02,2.897e+03
160.3,7.066e+02,2.372e+03,6.207e+02,3.699e+03
161.9,8.998e+02,3.071e+03,7.472e+02,4.718e+03
163.5,1.140e+03,3.636e+03,9.912e+02,5.767e+03
165.0,1.551e+03,4.351e+03,1.357e+03,7.259e+03
166.6,2.002e+03,5.375e+03,1.640e+03,9.017e+03
168.2,2.210e+03,5.531e+03,1.690e+03,9.430e+03
169.8,2.300e+03,4.739e+03,1.593e+03,8.633e+03
171.4,2.373e+03,3.844e+03,1.490e+03,7.707e+03
173.0,2.630e+03,3.753e+03,1.526e+03,7.909e+03
174.6,2.874e+03,3.698e+03,1.566e+03,8.138e+03
176.1,3.293e+03,4.879e+03,1.678e+03,9.850e+03
177.7,4.303e+03,5.774e+03,2.105e+03,1.218e+04
179.3,4.490e+03,5.610e+03,2.285e+03,1.238e+04
180.9,3.506e+03,6.599e+03,1.557e+03,1.166e+04
182.5,3.934e+03,8.501e+03,1.317e+03,1.375e+04
184.1,5.784e+03,7.806e+03,1.578e+03,1.517e+04
185.7,7.363e+03,7.101e+03,1.908e+03,1.637e+04
187.3,7.522e+03,6.969e+03,2.295e+03,1.679e+04
188.8,6.234e+03,6.449e+03,2.015e+03,1.470e+04
190.4,9.061e+03,6.116e+03,3.165e+03,1.834e+04
192.0,1.270e+04,7.804e+03,5.313e+03,2.582e+04
193.6,1.157e+04,1.072e+04,4.902e+03,2.719e+04
195.2,1.048e+04,8.844e+03,4.168e+03,2.349e+04
196.8,1.039e+04,7.873e+03,4.652e+03,2.291e+04
198.4,1.092e+04,7.601e+03,5.606e+03,2.412e+04
199.9,1.163e+04,7.741e+03,6.351e+03,2.573e+04
