freq,psd_x,psd_y,psd_z,psd_xyz
146.0,1.701e+03,4.494e+03,1.230e+03,7.425e+03
147.6,1.895e+03,4.528e+03,1.191e+03,7.614e+03
149.2,2.166e+03,4.599e+03,1.132e+03,7.897e+03
150.8,2.385e+03,4.663e+03,1.147e+03,8.194e+03
152.4,2.443e+03,4.425e+03,1.187e+03,8.054e+03
154.0,2.359e+03,4.243e+03,1.291e+03,7.893e+03
155.6,2.005e+03,3.838e+03,1.203e+03,7.045e+03
157.1,1.635e+03,3.302e+03,1.051e+03,5.988e+03
158.7,1.484e+03,3.018e+03,9.748e+02,5.477e+03
160.3,1.274e+03,2.676e+03,9.001e+02,4.850e+03
161.9,1.253e+03,2.408e+03,9.825e+02,4.644e+03
163.5,1.638e+03,2.487e+03,1.354e+03,5.479e+03
165.1,2.112e+03,2.772e+03,1.663e+03,6.548e+03
166.7,2.282e+03,2.832e+03,1.946e+03,7.060e+03
168.2,2.454e+03,3.143e+03,2.027e+03,7.623e+03
169.8,2.717e+03,3.866e+03,2.231e+03,8.814e+03
171.4,2.906e+03,4.412e+03,2.370e+03,9.688e+03
173.0,3.135e+03,4.929e+03,2.668e+03,1.073e+04
174.6,2.884e+03,4.511e+03,2.381e+03,9.776e+03
176.2,2.814e+03,4.906e+03,2.622e+03,1.034e+04
177.8,2.867e+03,5.019e+03,2.932e+03,1.082e+04
179.4,3.283e+03,4.903e+03,3.304e+03,1.149e+04
180.9,3.541e+03,4.989e+03,3.533e+03,1.206e+04
182.5,3.793e+03,5.408e+03,3.643e+03,1.284e+04
184.1,4.235e+03,5.652e+03,3.914e+03,1.380e+04
185.7,4.808e+03,6.203e+03,4.405e+03,1.542e+04
187.3,5.301e+03,6.746e+03,4.812e+03,1.686e+04
188.9,5.866e+03,7.108e+03,5.351e+03,1.832e+04
190.5,7.044e+03,8.158e+03,6.022e+03,2.122e+04
192.1,8.369e+03,9.258e+03,6.540e+03,2.417e+04
193.6,1.009e+04,1.042e+04,7.529e+03,2.804e+04
195.2,1.184e+04,1.204e+04,8.478e+03,3.235e+04
196.8,1.296e+04,1.290e+04,8.642e+03,3.451e+04
198.4,1.392e+04,1.349e+04,8.660e+03,3.607e+04
200.0,1.503e+04,1.468e+04,9.120e+03,3.883e+04
