freq,psd_x,psd_y,psd_z,psd_xyz
131.8,1.109e+04,9.836e+03,1.121e+04,3.213e+04
133.3,4.836e+03,4.487e+03,4.817e+03,1.414e+04
134.9,1.592e+03,1.295e+03,8.436e+02,3.731e+03
136.5,1.298e+03,1.369e+03,7.769e+02,3.444e+03
138.1,1.157e+03,1.702e+03,8.911e+02,3.750e+03
139.7,1.038e+03,1.793e+03,9.720e+02,3.803e+03
141.3,9.853e+02,1.549e+03,1.070e+03,3.604e+03
142.9,1.185e+03,1.555e+03,9.677e+02,3.709e+03
144.5,1.765e+03,1.891e+03,8.821e+02,4.538e+03
146.0,2.019e+03,2.699e+03,1.216e+03,5.935e+03
147.6,1.473e+03,2.522e+03,1.535e+03,5.529e+03
149.2,1.021e+03,2.061e+03,1.892e+03,4.974e+03
150.8,7.390e+02,1.707e+03,1.985e+03,4.430e+03
152.4,7.859e+02,1.681e+03,1.981e+03,4.448e+03
154.0,9.936e+02,1.977e+03,2.054e+03,5.024e+03
155.6,1.542e+03,2.351e+03,2.194e+03,6.087e+03
157.2,2.294e+03,2.859e+03,2.181e+03,7.334e+03
158.7,3.196e+03,3.475e+03,2.205e+03,8.876e+03
160.3,4.392e+03,4.575e+03,2.360e+03,1.133e+04
161.9,4.250e+03,4.375e+03,3.006e+03,1.163e+04
163.5,2.613e+03,3.045e+03,3.475e+03,9.133e+03
165.1,1.829e+03,3.233e+03,3.431e+03,8.494e+03
166.7,1.863e+03,2.976e+03,2.866e+03,7.705e+03
168.3,1.915e+03,2.637e+03,2.567e+03,7.119e+03
169.9,2.165e+03,2.693e+03,2.719e+03,7.577e+03
171.4,2.313e+03,2.840e+03,2.905e+03,8.057e+03
173.0,2.312e+03,3.145e+03,3.035e+03,8.493e+03
174.6,2.281e+03,3.239e+03,2.973e+03,8.493e+03
176.2,2.397e+03,3.363e+03,2.973e+03,8.732e+03
177.8,2.747e+03,3.719e+03,3.189e+03,9.655e+03
179.4,3.203e+03,4.469e+03,3.692e+03,1.136e+04
181.0,3.884e+03,5.192e+03,4.145e+03,1.322e+04
182.6,4.646e+03,5.596e+03,4.743e+03,1.499e+04
184.1,5.415e+03,6.190e+03,5.366e+03,1.697e+04
185.7,5.724e+03,6.258e+03,5.452e+03,1.743e+04
187.3,5.778e+03,5.730e+03,5.279e+03,1.679e+04
188.9,6.731e+03,6.248e+03,5.701e+03,1.868e+04
190.5,7.768e+03,7.022e+03,6.412e+03,2.120e+04
192.1,9.096e+03,8.024e+03,7.010e+03,2.413e+04
193.7,1.005e+04,9.340e+03,7.606e+03,2.700e+04
195.3,9.294e+03,9.784e+03,7.727e+03,2.680e+04
196.8,8.807e+03,9.899e+03,7.284e+03,2.599e+04
198.4,9.920e+03,9.643e+03,7.094e+03,2.666e+04
