freq,psd_x,psd_y,psd_z,psd_xyz
52.4,7.059e+05,1.616e+04,1.818e+04,7.402e+05
54.0,6.899e+05,2.124e+04,1.402e+04,7.251e+05
55.6,6.896e+05,1.837e+04,6.169e+03,7.142e+05
57.2,6.491e+05,1.496e+04,3.550e+03,6.676e+05
58.8,6.820e+05,1.161e+04,2.131e+03,6.957e+05
60.4,8.146e+05,1.084e+04,1.095e+03,8.265e+05
61.9,8.252e+05,1.028e+04,2.334e+03,8.378e+05
63.5,7.919e+05,1.080e+04,6.344e+03,8.090e+05
65.1,7.412e+05,1.216e+04,6.867e+03,7.602e+05
66.7,5.733e+05,9.002e+03,6.113e+03,5.884e+05
68.3,4.157e+05,6.383e+03,6.847e+03,4.290e+05
69.9,3.102e+05,5.124e+03,6.375e+03,3.217e+05
71.5,2.318e+05,4.465e+03,6.679e+03,2.429e+05
73.1,2.126e+05,6.011e+03,1.113e+04,2.297e+05
74.6,2.422e+05,9.063e+03,1.795e+04,2.692e+05
76.2,2.993e+05,6.073e+03,1.679e+04,3.222e+05
77.8,3.696e+05,4.263e+03,9.269e+03,3.831e+05
79.4,4.198e+05,1.309e+04,5.269e+03,4.382e+05
81.0,4.041e+05,2.561e+04,4.227e+03,4.339e+05
82.6,3.535e+05,3.810e+04,4.345e+03,3.960e+05
84.2,3.216e+05,5.545e+04,4.430e+03,3.814e+05
85.8,3.043e+05,8.370e+04,5.456e+03,3.935e+05
87.4,3.145e+05,1.179e+05,8.385e+03,4.407e+05
88.9,3.036e+05,1.121e+05,8.330e+03,4.240e+05
90.5,3.134e+05,1.103e+05,8.259e+03,4.319e+05
92.1,3.284e+05,1.183e+05,9.389e+03,4.561e+05
93.7,3.216e+05,1.096e+05,8.708e+03,4.398e+05
95.3,2.925e+05,8.693e+04,6.424e+03,3.858e+05
96.9,2.416e+05,6.763e+04,4.648e+03,3.139e+05
98.5,1.992e+05,6.084e+04,4.012e+03,2.640e+05
100.1,1.831e+05,5.007e+04,3.899e+03,2.371e+05
101.6,1.685e+05,3.757e+04,3.954e+03,2.100e+05
103.2,1.594e+05,3.260e+04,4.645e+03,1.967e+05
104.8,1.458e+05,2.838e+04,5.076e+03,1.792e+05
106.4,1.302e+05,2.446e+04,5.149e+03,1.598e+05
108.0,1.190e+05,2.292e+04,5.132e+03,1.471e+05
109.6,1.086e+05,2.469e+04,5.490e+03,1.387e+05
111.2,9.880e+04,2.609e+04,5.681e+03,1.306e+05
112.8,8.760e+04,2.420e+04,5.336e+03,1.171e+05
114.4,8.111e+04,2.099e+04,4.981e+03,1.071e+05
115.9,7.621e+04,1.871e+04,4.779e+03,9.970e+04
117.5,7.062e+04,1.654e+04,4.466e+03,9.163e+04
119.1,6.559e+04,1.353e+04,4.044e+03,8.316e+04
120.7,6.311e+04,1.283e+04,3.942e+03,7.988e+04
122.3,6.214e+04,1.353e+04,4.677e+03,8.034e+04
123.9,6.096e+04,1.971e+04,6.942e+03,8.761e+04
125.5,5.757e+04,2.345e+04,9.313e+03,9.033e+04
127.1,5.357e+04,2.263e+04,1.094e+04,8.714e+04
128.6,5.328e+04,2.246e+04,1.199e+04,8.774e+04
130.2,5.274e+04,2.157e+04,1.269e+04,8.701e+04
131.8,4.502e+04,1.716e+04,1.098e+04,7.316e+04
133.4,1.628e+04,6.305e+03,3.983e+03,2.657e+04
135.0,2.128e+03,1.573e+03,6.128e+02,4.313e+03
136.6,1.346e+03,1.601e+03,4.731e+02,3.420e+03
138.2,9.108e+02,2.241e+03,4.727e+02,3.624e+03
139.8,6.701e+02,2.467e+03,3.669e+02,3.504e+03
141.4,8.068e+02,2.329e+03,3.417e+02,3.478e+03
142.9,6.531e+02,2.363e+03,3.877e+02,3.404e+03
144.5,5.719e+02,2.403e+03,3.749e+02,3.350e+03
146.1,5.691e+02,2.396e+03,3.963e+02,3.361e+03
147.7,5.406e+02,2.370e+03,4.760e+02,3.387e+03
149.3,7.023e+02,2.516e+03,7.574e+02,3.976e+03
150.9,7.367e+02,2.598e+03,8.862e+02,4.221e+03
152.5,8.464e+02,2.701e+03,7.975e+02,4.345e+03
154.1,1.245e+03,2.770e+03,7.949e+02,4.810e+03
155.6,1.509e+03,3.467e+03,1.046e+03,6.022e+03
157.2,2.038e+03,4.129e+03,1.336e+03,7.503e+03
158.8,3.260e+03,4.098e+03,1.698e+03,9.056e+03
160.4,4.179e+03,4.010e+03,2.146e+03,1.033e+04
162.0,3.896e+03,3.925e+03,2.184e+03,1.001e+04
163.6,2.840e+03,3.595e+03,1.978e+03,8.413e+03
165.2,2.338e+03,3.697e+03,1.799e+03,7.834e+03
166.8,2.421e+03,3.685e+03,1.729e+03,7.834e+03
168.4,2.331e+03,3.527e+03,1.773e+03,7.631e+03
169.9,2.003e+03,3.678e+03,1.777e+03,7.458e+03
171.5,1.505e+03,4.007e+03,1.790e+03,7.302e+03
173.1,1.027e+03,4.306e+03,1.485e+03,6.818e+03
174.7,1.212e+03,4.392e+03,1.332e+03,6.936e+03
176.3,1.439e+03,4.380e+03,1.490e+03,7.309e+03
177.9,1.737e+03,5.038e+03,1.807e+03,8.582e+03
179.5,2.153e+03,5.602e+03,2.218e+03,9.974e+03
181.1,2.665e+03,5.788e+03,2.553e+03,1.101e+04
182.6,2.747e+03,5.114e+03,2.268e+03,1.013e+04
184.2,3.036e+03,4.308e+03,2.342e+03,9.686e+03
185.8,3.118e+03,3.158e+03,2.380e+03,8.656e+03
187.4,3.182e+03,2.796e+03,2.239e+03,8.216e+03
189.0,3.294e+03,2.677e+03,2.289e+03,8.260e+03
190.6,3.747e+03,2.909e+03,2.609e+03,9.265e+03
192.2,4.121e+03,3.450e+03,3.003e+03,1.057e+04
193.8,4.654e+03,3.891e+03,3.577e+03,1.212e+04
195.3,4.303e+03,3.832e+03,3.414e+03,1.155e+04
196.9,3.785e+03,3.593e+03,2.884e+03,1.026e+04
198.5,4.075e+03,4.840e+03,2.793e+03,1.171e+04
